id,nom_segment,type_segment,score_rfm,score_recence,score_frequence,score_montant,valeur_vie_client
1834,At Risk,Low,233,2,3,3,29750
1835,New Customers,Medium,522,5,2,2,22080
1836,Cant Lose Them,Low,143,1,4,3,26520
1837,Promising,Low,422,4,2,2,26180
1838,Potential Loyalists,Premium,553,5,5,3,42180
1839,Loyal Customers,Medium,444,4,4,4,41400
1840,Cant Lose Them,Low,151,1,5,1,21000
1841,Lost,Low,115,1,1,5,22750
1842,At Risk,Low,242,2,4,2,24960
1843,Lost,Medium,135,1,3,5,25110
1844,Loyal Customers,Premium,454,4,5,4,38610
1845,Promising,Medium,524,5,2,4,37440
1846,Hibernating,Low,224,2,2,4,22100
1847,Lost,Low,131,1,3,1,15150
1848,About To Sleep,Low,323,3,2,3,25680
1849,Lost,Medium,552,5,5,2,32670
1850,Loyal Customers,Premium,454,4,5,4,44070
1851,Need Attention,Medium,334,3,3,4,27280
1852,Lost,Low,113,1,1,3,17340
1853,Need Attention,Low,341,3,4,1,21340
1854,Lost,Medium,135,1,3,5,35650
1855,About To Sleep,Medium,315,3,1,5,29580
1856,Promising,Medium,525,5,2,5,40320
1857,Loyal Customers,Premium,554,5,5,4,41820
1858,Potential Loyalists,Medium,433,4,3,3,29000
1859,Cant Lose Them,Medium,154,1,5,4,35640
1860,Potential Loyalists,Medium,534,5,3,4,34300
1861,At Risk,Medium,235,2,3,5,33990
1862,About To Sleep,Medium,324,3,2,4,30520
1863,Hibernating,Low,221,2,2,1,15540
1864,Lost,Low,131,1,3,1,13350
1865,Loyal Customers,Premium,455,4,5,5,44290
1866,Promising,Medium,424,4,2,4,25800
1867,Lost,Low,113,1,1,3,17000
1868,Lost,Low,115,1,1,5,20000
1869,Promising,Medium,515,5,1,5,30030
1870,Promising,Medium,425,4,2,5,27880
1871,At Risk,Medium,254,2,5,4,36400
1872,Need Attention,Medium,343,3,4,3,32400
1873,Promising,Low,422,4,2,2,21560
1874,Lost,Medium,441,4,4,1,24960
1875,Lost,Low,114,1,1,4,19950
1876,Lost,Low,113,1,1,3,15810
1877,About To Sleep,Low,311,3,1,1,12610
1878,Potential Loyalists,Medium,534,5,3,4,30100
1879,Loyal Customers,Premium,454,4,5,4,44070
1880,Lost,Low,131,1,3,1,12900
1881,Hibernating,Low,221,2,2,1,12880
1882,At Risk,Low,242,2,4,2,20400
1883,About To Sleep,Low,323,3,2,3,22320
1884,About To Sleep,Low,323,3,2,3,23040
1885,About To Sleep,Low,322,3,2,2,23800
1886,Need Attention,Medium,352,3,5,2,26680
1887,Lost,Low,123,1,2,3,23600
1888,New Customers,Low,511,5,1,1,16150
1889,Promising,Medium,523,5,2,3,28560
1890,About To Sleep,Low,313,3,1,3,20790
1891,Lost,Low,122,1,2,2,16000
1892,Lost,Medium,551,5,5,1,31900
1893,Hibernating,Low,215,2,1,5,21600
1894,Potential Loyalists,Premium,535,5,3,5,36270
1895,At Risk,Low,231,2,3,1,18700
1896,Lost,Medium,135,1,3,5,28520
1897,Need Attention,Medium,335,3,3,5,33600
1898,Hibernating,Low,214,2,1,4,26220
1899,Need Attention,Medium,352,3,5,2,27840
1900,Need Attention,Medium,352,3,5,2,29580
1901,Cant Lose Them,Low,141,1,4,1,15300
1902,Promising,Medium,523,5,2,3,27720
1903,Need Attention,Medium,344,3,4,4,40460
1904,Need Attention,Low,331,3,3,1,15200
1905,Promising,Medium,513,5,1,3,25500
1906,At Risk,Medium,254,2,5,4,28700
1907,Potential Loyalists,Medium,435,4,3,5,40700
1908,Need Attention,Medium,333,3,3,3,28890
1909,New Customers,Low,511,5,1,1,14790
1910,Lost,Low,115,1,1,5,29000
1911,Lost,Low,111,1,1,1,7650
1912,Hibernating,Low,222,2,2,2,19980
1913,At Risk,Low,241,2,4,1,19000
1914,Cant Lose Them,Low,143,1,4,3,29380
1915,Lost,Low,111,1,1,1,10170
1916,Lost,Low,125,1,2,5,29120
1917,Loyal Customers,Premium,544,5,4,4,31540
1918,Cant Lose Them,Medium,144,1,4,4,33300
1919,Need Attention,Medium,345,3,4,5,42180
1920,At Risk,Medium,254,2,5,4,30450
1921,About To Sleep,Medium,315,3,1,5,33640
1922,Loyal Customers,Medium,444,4,4,4,39960
1923,At Risk,Medium,235,2,3,5,32670
1924,Potential Loyalists,Premium,553,5,5,3,36260
1925,At Risk,Low,231,2,3,1,17510
1926,Potential Loyalists,Medium,453,4,5,3,37800
1927,At Risk,Medium,252,2,5,2,26460
1928,Lost,Low,111,1,1,1,8460
1929,Potential Loyalists,Medium,453,4,5,3,30450
1930,Need Attention,Medium,343,3,4,3,25200
1931,Cant Lose Them,Low,152,1,5,2,20000
1932,Hibernating,Low,213,2,1,3,19570
1933,Hibernating,Low,222,2,2,2,19260
1934,Cant Lose Them,Medium,144,1,4,4,34800
1935,Lost,Medium,135,1,3,5,29140
1936,Lost,Medium,541,5,4,1,28340
1937,Hibernating,Low,222,2,2,2,16560
1938,Need Attention,Medium,334,3,3,4,35340
1939,At Risk,Low,232,2,3,2,22470
1940,Need Attention,Medium,333,3,3,3,28890
1941,Lost,Low,431,4,3,1,21840
1942,Need Attention,Low,341,3,4,1,26180
1943,Potential Loyalists,Premium,553,5,5,3,32930
1944,Lost,Low,111,1,1,1,9810
1945,Promising,Low,422,4,2,2,18260
1946,Lost,Low,113,1,1,3,18020
1947,Hibernating,Low,214,2,1,4,19090
1948,Cant Lose Them,Medium,154,1,5,4,28710
1949,Lost,Medium,432,4,3,2,20750
1950,Promising,Low,411,4,1,1,12750
1951,At Risk,Medium,254,2,5,4,39550
1952,Need Attention,Medium,333,3,3,3,23760
1953,Lost,Low,131,1,3,1,15600
1954,New Customers,Low,511,5,1,1,17170
1955,New Customers,Low,512,5,1,2,23100
1956,Hibernating,Low,213,2,1,3,16340
1957,Lost,Low,112,1,1,2,14950
1958,Hibernating,Low,223,2,2,3,21780
1959,Potential Loyalists,Medium,434,4,3,4,37290
1960,Promising,Medium,415,4,1,5,29140
1961,Loyal Customers,Premium,445,4,4,5,32000
1962,About To Sleep,Low,313,3,1,3,19320
1963,Loyal Customers,Premium,545,5,4,5,35280
1964,Promising,Low,421,4,2,1,21060
1965,Potential Loyalists,Medium,434,4,3,4,27390
1966,About To Sleep,Low,311,3,1,1,11960
1967,Cant Lose Them,Medium,155,1,5,5,39220
1968,At Risk,Medium,243,2,4,3,24080
1969,At Risk,Medium,244,2,4,4,30080
1970,Promising,Medium,514,5,1,4,24650
1971,At Risk,Medium,254,2,5,4,30100
1972,About To Sleep,Low,314,3,1,4,24750
1973,Promising,Low,422,4,2,2,19580
1974,About To Sleep,Medium,315,3,1,5,24940
1975,Loyal Customers,Premium,454,4,5,4,31980
1976,Lost,Medium,442,4,4,2,27440
1977,Cant Lose Them,Low,152,1,5,2,22250
1978,Lost,Low,125,1,2,5,25200
1979,About To Sleep,Medium,315,3,1,5,28130
1980,At Risk,Medium,253,2,5,3,35030
1981,Lost,Low,124,1,2,4,25200
1982,Need Attention,Premium,355,3,5,5,37720
1983,Cant Lose Them,Medium,145,1,4,5,27880
1984,Lost,Low,123,1,2,3,16600
1985,Lost,Medium,442,4,4,2,32480
1986,Need Attention,Medium,344,3,4,4,34000
1987,Loyal Customers,Premium,454,4,5,4,44070
1988,About To Sleep,Low,323,3,2,3,26400
1989,Cant Lose Them,Medium,145,1,4,5,27880
1990,Lost,Low,125,1,2,5,31360
1991,About To Sleep,Low,312,3,1,2,15470
1992,Cant Lose Them,Medium,154,1,5,4,38940
1993,Cant Lose Them,Medium,145,1,4,5,35360
1994,About To Sleep,Low,313,3,1,3,22890
1995,Need Attention,Low,341,3,4,1,18700
1996,Need Attention,Medium,334,3,3,4,26660
1997,Need Attention,Low,331,3,3,1,21280
1998,At Risk,Low,231,2,3,1,18530
1999,Potential Loyalists,Medium,543,5,4,3,32640
2000,About To Sleep,Low,323,3,2,3,21840
2001,Lost,Medium,441,4,4,1,21600
2002,Potential Loyalists,Medium,434,4,3,4,34320
2003,Potential Loyalists,Premium,535,5,3,5,37050
2004,Lost,Low,134,1,3,4,26460
2005,New Customers,Low,511,5,1,1,20230
2006,About To Sleep,Low,323,3,2,3,28560
2007,Need Attention,Medium,342,3,4,2,24440
2008,Lost,Medium,541,5,4,1,29640
2009,Hibernating,Medium,225,2,2,5,31500
2010,Hibernating,Medium,225,2,2,5,24900
2011,Loyal Customers,Premium,554,5,5,4,32800
2012,Lost,Low,133,1,3,3,20240
2013,Lost,Medium,541,5,4,1,22100
2014,Potential Loyalists,Premium,535,5,3,5,45630
2015,Lost,Medium,451,4,5,1,31320
2016,Need Attention,Medium,344,3,4,4,28220
2017,Lost,Medium,451,4,5,1,28890
2018,Lost,Low,114,1,1,4,20160
2019,Need Attention,Premium,355,3,5,5,47970
2020,Lost,Medium,432,4,3,2,22500
2021,Loyal Customers,Premium,545,5,4,5,48720
2022,Hibernating,Low,215,2,1,5,23490
2023,At Risk,Medium,252,2,5,2,29970
2024,Hibernating,Low,224,2,2,4,27560
2025,About To Sleep,Low,313,3,1,3,18690
2026,Lost,Medium,451,4,5,1,28620
2027,Cant Lose Them,Medium,144,1,4,4,28500
2028,Lost,Low,431,4,3,1,23940
2029,New Customers,Medium,522,5,2,2,22080
2030,Hibernating,Low,215,2,1,5,27540
2031,Cant Lose Them,Low,143,1,4,3,21580
2032,About To Sleep,Medium,324,3,2,4,24360
2033,New Customers,Low,512,5,1,2,17640
2034,Potential Loyalists,Medium,534,5,3,4,28000
2035,At Risk,Medium,244,2,4,4,29760
2036,Lost,Low,112,1,1,2,12480
2037,Need Attention,Medium,343,3,4,3,24300
2038,Lost,Medium,541,5,4,1,24440
2039,Lost,Medium,452,4,5,2,25110
2040,Hibernating,Low,213,2,1,3,16720
2041,Promising,Medium,514,5,1,4,25230
2042,Promising,Medium,523,5,2,3,27440
2043,Promising,Medium,415,4,1,5,27280
2044,At Risk,Low,241,2,4,1,19200
2045,Lost,Medium,442,4,4,2,32480
2046,About To Sleep,Medium,325,3,2,5,34880
2047,About To Sleep,Low,323,3,2,3,28080
2048,Lost,Medium,451,4,5,1,22410
2049,Need Attention,Medium,351,3,5,1,27750
2050,Lost,Medium,552,5,5,2,26730
2051,Lost,Low,122,1,2,2,16800
2052,Loyal Customers,Premium,544,5,4,4,32300
2053,Lost,Medium,532,5,3,2,25380
2054,Potential Loyalists,Medium,533,5,3,3,34410
2055,Cant Lose Them,Medium,155,1,5,5,34780
2056,Cant Lose Them,Low,143,1,4,3,28860
2057,Potential Loyalists,Medium,435,4,3,5,36260
2058,Hibernating,Low,215,2,1,5,27000
2059,Loyal Customers,Premium,554,5,5,4,40590
2060,Potential Loyalists,Medium,435,4,3,5,33670
2061,At Risk,Medium,235,2,3,5,28050
2062,About To Sleep,Medium,324,3,2,4,29680
2063,At Risk,Medium,254,2,5,4,37450
2064,Lost,Medium,432,4,3,2,23000
2065,Promising,Medium,524,5,2,4,31680
2066,Lost,Low,133,1,3,3,20010
2067,Loyal Customers,Premium,554,5,5,4,36490
2068,At Risk,Low,241,2,4,1,22600
2069,Loyal Customers,Premium,445,4,4,5,44400
2070,Promising,Medium,524,5,2,4,35200
2071,About To Sleep,Low,322,3,2,2,23200
2072,Lost,Low,123,1,2,3,16400
2073,Need Attention,Medium,351,3,5,1,27750
2074,Potential Loyalists,Medium,534,5,3,4,39900
2075,Promising,Low,412,4,1,2,21470
2076,Promising,Medium,524,5,2,4,29440
2077,Cant Lose Them,Medium,153,1,5,3,26390
2078,Hibernating,Low,213,2,1,3,19000
2079,Lost,Low,121,1,2,1,14160
2080,Potential Loyalists,Medium,443,4,4,3,37440
2081,Hibernating,Medium,225,2,2,5,27000
2082,Potential Loyalists,Medium,443,4,4,3,37120
2083,Loyal Customers,Premium,445,4,4,5,34000
2084,Promising,Medium,424,4,2,4,28800
2085,Lost,Low,114,1,1,4,24990
2086,Need Attention,Medium,345,3,4,5,32680
2087,Lost,Low,131,1,3,1,12450
2088,Loyal Customers,Premium,455,4,5,5,40420
2089,At Risk,Medium,255,2,5,5,39000
2090,Potential Loyalists,Premium,535,5,3,5,45240
2091,Loyal Customers,Premium,445,4,4,5,45200
2092,At Risk,Low,232,2,3,2,24360
2093,Potential Loyalists,Medium,543,5,4,3,28220
2094,Loyal Customers,Premium,554,5,5,4,47970
2095,Lost,Low,112,1,1,2,12740
2096,Promising,Medium,513,5,1,3,26500
2097,Promising,Medium,414,4,1,4,29700
2098,About To Sleep,Medium,325,3,2,5,27840
2099,Promising,Low,421,4,2,1,20700
2100,Cant Lose Them,Medium,153,1,5,3,30160
2101,Promising,Low,411,4,1,1,17400
2102,Promising,Low,422,4,2,2,25960
2103,Lost,Low,112,1,1,2,11700
2104,Promising,Low,422,4,2,2,19140
2105,Loyal Customers,Medium,444,4,4,4,33120
2106,At Risk,Low,242,2,4,2,23520
2107,Lost,Medium,531,5,3,1,18860
2108,Promising,Medium,523,5,2,3,32480
2109,New Customers,Low,512,5,1,2,21000
2110,About To Sleep,Low,311,3,1,1,12740
2111,Hibernating,Low,221,2,2,1,11480
2112,Promising,Medium,425,4,2,5,33660
2113,Loyal Customers,Premium,545,5,4,5,44940
2114,Need Attention,Premium,355,3,5,5,33210
2115,Lost,Medium,551,5,5,1,26680
2116,At Risk,Medium,245,2,4,5,31320
2117,Lost,Low,113,1,1,3,19380
2118,Potential Loyalists,Premium,535,5,3,5,40950
2119,Lost,Low,123,1,2,3,20200
2120,At Risk,Low,242,2,4,2,24000
2121,At Risk,Medium,245,2,4,5,35280
2122,Lost,Low,124,1,2,4,25440
2123,About To Sleep,Low,313,3,1,3,18270
2124,New Customers,Low,512,5,1,2,19110
2125,Need Attention,Low,341,3,4,1,18920
2126,About To Sleep,Low,323,3,2,3,22800
2127,Lost,Low,125,1,2,5,29960
2128,Need Attention,Medium,345,3,4,5,30400
2129,Need Attention,Medium,333,3,3,3,22140
2130,Promising,Low,413,4,1,3,19550
2131,Lost,Medium,551,5,5,1,29580
2132,Need Attention,Low,332,3,3,2,26680
2133,New Customers,Medium,522,5,2,2,22320
2134,Lost,Low,131,1,3,1,15750
2135,At Risk,Medium,235,2,3,5,38610
2136,About To Sleep,Medium,324,3,2,4,25200
2137,Promising,Medium,425,4,2,5,31620
2138,About To Sleep,Medium,315,3,1,5,30160
2139,About To Sleep,Low,323,3,2,3,28560
2140,Promising,Medium,424,4,2,4,24900
2141,About To Sleep,Medium,324,3,2,4,28000
2142,Cant Lose Them,Low,152,1,5,2,27250
2143,Loyal Customers,Premium,454,4,5,4,42900
2144,Lost,Low,132,1,3,2,22230
2145,Promising,Medium,515,5,1,5,35310
2146,Lost,Medium,552,5,5,2,30360
2147,Lost,Low,122,1,2,2,17760
2148,Need Attention,Medium,351,3,5,1,23500
2149,Lost,Low,111,1,1,1,9900
2150,At Risk,Medium,252,2,5,2,24570
2151,Cant Lose Them,Medium,145,1,4,5,28900
2152,At Risk,Medium,234,2,3,4,30450
2153,Lost,Low,115,1,1,5,20750
2154,Promising,Low,422,4,2,2,18700
2155,Loyal Customers,Premium,455,4,5,5,39130
2156,Lost,Low,114,1,1,4,19950
2157,Loyal Customers,Premium,545,5,4,5,33600
2158,At Risk,Low,231,2,3,1,17170
2159,At Risk,Low,241,2,4,1,20600
2160,At Risk,Medium,235,2,3,5,34320
2161,Cant Lose Them,Low,141,1,4,1,17820
2162,Lost,Low,113,1,1,3,16830
2163,Need Attention,Medium,345,3,4,5,33440
2164,Promising,Medium,514,5,1,4,28130
2165,At Risk,Low,251,2,5,1,27140
2166,Promising,Low,421,4,2,1,19080
2167,Promising,Low,421,4,2,1,18180
2168,Cant Lose Them,Medium,145,1,4,5,34000
2169,Need Attention,Low,332,3,3,2,23920
2170,Hibernating,Medium,225,2,2,5,32100
2171,About To Sleep,Low,322,3,2,2,20600
2172,Need Attention,Medium,353,3,5,3,28050
2173,About To Sleep,Low,314,3,1,4,26500
2174,Cant Lose Them,Low,141,1,4,1,20700
2175,Promising,Medium,524,5,2,4,25920
2176,Lost,Low,115,1,1,5,25250
2177,Lost,Low,114,1,1,4,17430
2178,Promising,Low,421,4,2,1,20880
2179,Hibernating,Low,222,2,2,2,19980
2180,About To Sleep,Low,313,3,1,3,16800
2181,Cant Lose Them,Medium,153,1,5,3,28130
2182,Hibernating,Low,224,2,2,4,27300
2183,Promising,Medium,523,5,2,3,31360
2184,Lost,Medium,442,4,4,2,31080
2185,Lost,Low,115,1,1,5,26750
2186,At Risk,Low,242,2,4,2,20880
2187,About To Sleep,Medium,315,3,1,5,23780
2188,Hibernating,Low,211,2,1,1,12100
2189,At Risk,Low,231,2,3,1,19720
2190,Need Attention,Premium,355,3,5,5,47150
2191,Need Attention,Medium,351,3,5,1,27750
2192,At Risk,Medium,252,2,5,2,29700
2193,At Risk,Medium,244,2,4,4,30720
2194,Cant Lose Them,Low,141,1,4,1,14940
2195,Need Attention,Medium,345,3,4,5,45220
2196,Hibernating,Medium,225,2,2,5,24600
2197,At Risk,Low,233,2,3,3,24000
2198,Loyal Customers,Premium,454,4,5,4,40170
2199,Cant Lose Them,Medium,144,1,4,4,31200
2200,Need Attention,Medium,335,3,3,5,32900
2201,About To Sleep,Medium,324,3,2,4,27440
2202,Need Attention,Low,331,3,3,1,17860
2203,Promising,Medium,415,4,1,5,36270
2204,Need Attention,Low,332,3,3,2,19550
2205,Promising,Low,411,4,1,1,17850
2206,At Risk,Medium,244,2,4,4,38080
2207,About To Sleep,Medium,325,3,2,5,32320
2208,Cant Lose Them,Medium,153,1,5,3,24650
2209,Promising,Medium,514,5,1,4,24940
2210,Loyal Customers,Premium,445,4,4,5,44400
2211,Hibernating,Low,213,2,1,3,15390
2212,At Risk,Medium,245,2,4,5,41760
2213,Cant Lose Them,Low,152,1,5,2,24250
2214,About To Sleep,Medium,325,3,2,5,31680
2215,About To Sleep,Low,321,3,2,1,17280
2216,Cant Lose Them,Medium,155,1,5,5,40330
2217,Promising,Low,412,4,1,2,17290
2218,Lost,Low,133,1,3,3,25070
2219,Potential Loyalists,Premium,553,5,5,3,31820
2220,Lost,Medium,552,5,5,2,35970
2221,Cant Lose Them,Medium,145,1,4,5,40120
2222,At Risk,Medium,234,2,3,4,30450
2223,Hibernating,Low,211,2,1,1,12980
2224,Lost,Low,134,1,3,4,21870
2225,Potential Loyalists,Medium,433,4,3,3,26680
2226,Cant Lose Them,Medium,153,1,5,3,28130
2227,Lost,Medium,532,5,3,2,23490
2228,Potential Loyalists,Medium,533,5,3,3,27900
2229,Potential Loyalists,Medium,443,4,4,3,28800
2230,Hibernating,Low,222,2,2,2,19620
2231,Promising,Medium,523,5,2,3,32200
2232,Lost,Low,115,1,1,5,27000
2233,Lost,Low,112,1,1,2,11440
2234,Promising,Medium,524,5,2,4,28800
2235,Promising,Medium,513,5,1,3,23500
2236,Loyal Customers,Premium,554,5,5,4,46330
2237,Hibernating,Low,213,2,1,3,17480
2238,Promising,Medium,515,5,1,5,35970
2239,Potential Loyalists,Premium,553,5,5,3,33300
2240,Hibernating,Medium,225,2,2,5,29100
2241,Hibernating,Low,211,2,1,1,11440
2242,Potential Loyalists,Medium,534,5,3,4,32550
2243,Cant Lose Them,Low,143,1,4,3,29640
2244,Lost,Medium,452,4,5,2,31620
2245,Lost,Low,132,1,3,2,21280
2246,Lost,Medium,542,5,4,2,34200
2247,Lost,Medium,452,4,5,2,30380
2248,At Risk,Low,232,2,3,2,18900
2249,Lost,Low,113,1,1,3,19720
2250,About To Sleep,Medium,324,3,2,4,24920
2251,Lost,Medium,135,1,3,5,27900
2252,Need Attention,Low,331,3,3,1,20330
2253,Lost,Low,131,1,3,1,16950
2254,At Risk,Low,242,2,4,2,21600
2255,New Customers,Low,511,5,1,1,16830
2256,Hibernating,Low,221,2,2,1,16240
2257,Lost,Medium,441,4,4,1,21840
2258,Loyal Customers,Premium,544,5,4,4,31160
2259,Promising,Low,413,4,1,3,18630
2260,Promising,Low,422,4,2,2,25520
2261,Potential Loyalists,Medium,533,5,3,3,35960
2262,Promising,Medium,515,5,1,5,30360
2263,Lost,Medium,432,4,3,2,20000
2264,Hibernating,Low,215,2,1,5,29430
2265,Potential Loyalists,Premium,535,5,3,5,34320
2266,Hibernating,Low,221,2,2,1,11480
2267,Need Attention,Medium,352,3,5,2,26100
2268,Cant Lose Them,Low,142,1,4,2,24860
2269,New Customers,Low,512,5,1,2,17430
2270,Hibernating,Low,212,2,1,2,15450
2271,New Customers,Low,521,5,2,1,16000
2272,Hibernating,Low,214,2,1,4,18400
2273,Loyal Customers,Premium,455,4,5,5,50740
2274,Hibernating,Medium,225,2,2,5,30000
2275,About To Sleep,Low,321,3,2,1,17280
2276,At Risk,Low,251,2,5,1,26680
2277,Lost,Low,111,1,1,1,10350
2278,Loyal Customers,Premium,445,4,4,5,44400
2279,About To Sleep,Low,322,3,2,2,20800
2280,Potential Loyalists,Medium,534,5,3,4,39550
2281,At Risk,Low,232,2,3,2,18060
2282,Hibernating,Low,214,2,1,4,22080
2283,Lost,Low,115,1,1,5,26000
2284,New Customers,Medium,522,5,2,2,22080
2285,Hibernating,Low,215,2,1,5,22410
2286,Promising,Low,413,4,1,3,26680
2287,Potential Loyalists,Medium,435,4,3,5,29970
2288,New Customers,Medium,522,5,2,2,28080
2289,Promising,Medium,423,4,2,3,30940
2290,Promising,Medium,424,4,2,4,24000
2291,New Customers,Low,521,5,2,1,19800
2292,Cant Lose Them,Medium,145,1,4,5,37400
2293,Need Attention,Medium,342,3,4,2,29640
2294,At Risk,Medium,254,2,5,4,39550
2295,New Customers,Low,512,5,1,2,23520
2296,Promising,Low,412,4,1,2,22610
2297,Promising,Low,413,4,1,3,24150
2298,Lost,Medium,452,4,5,2,28210
2299,About To Sleep,Low,311,3,1,1,12090
2300,Need Attention,Medium,352,3,5,2,24360
2301,Lost,Low,131,1,3,1,17100
2302,At Risk,Medium,253,2,5,3,32550
2303,Promising,Medium,425,4,2,5,36380
2304,Potential Loyalists,Medium,435,4,3,5,41440
2305,Need Attention,Medium,342,3,4,2,27820
2306,About To Sleep,Medium,315,3,1,5,29870
2307,Potential Loyalists,Medium,534,5,3,4,34650
2308,Promising,Medium,513,5,1,3,23500
2309,Cant Lose Them,Low,143,1,4,3,28340
2310,Potential Loyalists,Medium,543,5,4,3,33660
2311,At Risk,Medium,245,2,4,5,42480
2312,Lost,Medium,552,5,5,2,29040
2313,Need Attention,Premium,355,3,5,5,47970
2314,Loyal Customers,Premium,454,4,5,4,41340
2315,Cant Lose Them,Low,151,1,5,1,19320
2316,Need Attention,Medium,344,3,4,4,38080
2317,Lost,Low,111,1,1,1,9540
2318,Potential Loyalists,Premium,553,5,5,3,29970
2319,Hibernating,Low,224,2,2,4,30420
2320,Cant Lose Them,Low,143,1,4,3,26520
2321,Promising,Medium,425,4,2,5,32300
2322,Need Attention,Low,332,3,3,2,23690
2323,Promising,Medium,523,5,2,3,23520
2324,Lost,Medium,532,5,3,2,21870
2325,Need Attention,Medium,343,3,4,3,34200
2326,Need Attention,Medium,343,3,4,3,30000
2327,Lost,Medium,441,4,4,1,23040
2328,Cant Lose Them,Low,151,1,5,1,21000
2329,At Risk,Medium,244,2,4,4,29440
2330,Potential Loyalists,Medium,533,5,3,3,36580
2331,Promising,Low,422,4,2,2,25300
2332,Lost,Low,125,1,2,5,22680
2333,Promising,Low,412,4,1,2,15390
2334,Cant Lose Them,Low,151,1,5,1,23520
2335,Promising,Low,412,4,1,2,18620
2336,Cant Lose Them,Medium,154,1,5,4,32340
2337,Potential Loyalists,Medium,453,4,5,3,31500
2338,Potential Loyalists,Medium,435,4,3,5,30340
2339,About To Sleep,Medium,324,3,2,4,26600
2340,Lost,Low,121,1,2,1,13920
2341,At Risk,Medium,243,2,4,3,22960
2342,Promising,Low,421,4,2,1,18180
2343,Lost,Medium,441,4,4,1,20160
2344,Lost,Low,112,1,1,2,15470
2345,About To Sleep,Low,321,3,2,1,14720
2346,Lost,Medium,531,5,3,1,25300
2347,Hibernating,Low,223,2,2,3,25300
2348,About To Sleep,Low,322,3,2,2,19600
2349,Lost,Medium,441,4,4,1,25200
2350,Potential Loyalists,Medium,434,4,3,4,36960
2351,About To Sleep,Low,311,3,1,1,10530
2352,Promising,Medium,414,4,1,4,21870
2353,Need Attention,Medium,354,3,5,4,29970
2354,New Customers,Low,521,5,2,1,21200
2355,Loyal Customers,Premium,544,5,4,4,32300
2356,Hibernating,Low,211,2,1,1,11880
2357,Hibernating,Low,213,2,1,3,16530
2358,Promising,Medium,525,5,2,5,31680
2359,At Risk,Low,232,2,3,2,24150
2360,Cant Lose Them,Medium,154,1,5,4,36960
2361,Potential Loyalists,Premium,553,5,5,3,35150
2362,About To Sleep,Low,313,3,1,3,19740
2363,Hibernating,Low,212,2,1,2,15750
2364,Promising,Low,413,4,1,3,19550
2365,Loyal Customers,Premium,544,5,4,4,35720
2366,At Risk,Medium,234,2,3,4,27840
2367,Cant Lose Them,Low,143,1,4,3,23400
2368,Hibernating,Low,211,2,1,1,9240
2369,Lost,Low,431,4,3,1,18270
2370,At Risk,Low,251,2,5,1,25070
2371,Lost,Low,125,1,2,5,26040
2372,New Customers,Low,511,5,1,1,15640
2373,About To Sleep,Medium,324,3,2,4,26040
2374,At Risk,Medium,243,2,4,3,26320
2375,Promising,Low,421,4,2,1,20880
2376,Lost,Medium,552,5,5,2,38280
2377,Lost,Medium,442,4,4,2,28840
2378,Hibernating,Low,222,2,2,2,15660
2379,Need Attention,Low,332,3,3,2,20930
2380,Promising,Low,411,4,1,1,12900
2381,Potential Loyalists,Medium,435,4,3,5,34410
2382,Promising,Low,421,4,2,1,15300
2383,Loyal Customers,Premium,455,4,5,5,44720
2384,Lost,Medium,542,5,4,2,30300
2385,At Risk,Medium,254,2,5,4,35350
2386,Lost,Low,123,1,2,3,21000
2387,Loyal Customers,Premium,544,5,4,4,36100
2388,Lost,Low,131,1,3,1,13500
2389,Lost,Medium,532,5,3,2,25650
2390,Promising,Low,411,4,1,1,15150
2391,Need Attention,Medium,342,3,4,2,26520
2392,Lost,Low,114,1,1,4,20160
2393,Lost,Low,123,1,2,3,19000
2394,Need Attention,Medium,354,3,5,4,43660
2395,Cant Lose Them,Medium,154,1,5,4,30360
2396,About To Sleep,Medium,325,3,2,5,35520
2397,At Risk,Medium,254,2,5,4,35350
2398,Lost,Medium,532,5,3,2,24840
2399,Need Attention,Medium,334,3,3,4,27280
2400,Lost,Low,124,1,2,4,24480
2401,Loyal Customers,Medium,444,4,4,4,41760
2402,At Risk,Medium,254,2,5,4,30100
2403,Promising,Medium,415,4,1,5,31000
2404,Potential Loyalists,Premium,553,5,5,3,34040
2405,At Risk,Low,233,2,3,3,29000
2406,Need Attention,Medium,354,3,5,4,35150
2407,Loyal Customers,Premium,545,5,4,5,39480
2408,Promising,Medium,513,5,1,3,20000
2409,New Customers,Low,512,5,1,2,18900
2410,Promising,Medium,415,4,1,5,36270
2411,Promising,Low,421,4,2,1,16920
2412,Promising,Medium,524,5,2,4,32320
2413,Potential Loyalists,Medium,534,5,3,4,31500
2414,Lost,Medium,442,4,4,2,22960
2415,Loyal Customers,Premium,445,4,4,5,32800
2416,Cant Lose Them,Medium,145,1,4,5,34000
2417,At Risk,Low,242,2,4,2,25920
2418,Potential Loyalists,Premium,553,5,5,3,31820
2419,Lost,Low,123,1,2,3,19800
2420,Promising,Medium,513,5,1,3,21750
2421,Potential Loyalists,Medium,534,5,3,4,38500
2422,Cant Lose Them,Medium,144,1,4,4,29700
2423,Promising,Medium,414,4,1,4,29970
2424,New Customers,Low,511,5,1,1,18870
2425,Hibernating,Medium,225,2,2,5,32700
2426,Cant Lose Them,Medium,144,1,4,4,27300
2427,Need Attention,Premium,355,3,5,5,48790
2428,Need Attention,Premium,355,3,5,5,40590
